,AAPL,MSFT,AMZN,BRK-A,JPM,JNJ,WMT,BAC,PG,XOM
2000-02-01,3.11527156829834,33.11281204223633,67.4375,51900.0,30.924293518066406,24.966583251953125,40.749759674072266,12.182280540466309,26.83527183532715,23.219295501708984
2000-02-02,3.0706021785736084,32.42924499511719,69.4375,50900.0,30.41658592224121,25.132165908813477,40.53277587890625,11.871513366699219,26.599267959594727,23.39375114440918
2000-02-03,3.210439682006836,33.33395767211914,84.1875,51255.0,30.716598510742188,24.525020599365234,40.53277587890625,11.545199394226074,26.380128860473633,22.99251365661621
2000-02-04,3.3561038970947266,34.278892517089844,78.5625,51050.0,30.18581771850586,24.175439834594727,39.1006965637207,11.405346870422363,25.55417823791504,22.57384490966797
2000-02-05,3.3561038970947266,34.278892517089844,78.5625,51050.0,30.18581771850586,24.175439834594727,39.1006965637207,11.405346870422363,25.55417823791504,22.57384490966797
2000-02-06,3.3561038970947266,34.278892517089844,78.5625,51050.0,30.18581771850586,24.175439834594727,39.1006965637207,11.405346870422363,25.55417823791504,22.57384490966797
2000-02-07,3.5444958209991455,34.29899215698242,75.0,51500.0,30.347362518310547,23.97307586669922,38.710113525390625,11.265498161315918,25.14962387084961,22.538955688476562
2000-02-08,3.5697450637817383,35.364566802978516,83.125,50450.0,31.408933639526367,24.157054901123047,41.313926696777344,11.71612548828125,25.823883056640625,22.033044815063477
2000-02-09,3.4998252391815186,33.45458984375,80.25,48500.0,30.601211547851562,23.54990577697754,40.1422119140625,11.4519624710083,25.351892471313477,21.52284812927246
2000-02-10,3.5270161628723145,34.09794235229492,76.1875,47600.0,30.69352149963379,22.961162567138672,39.57804870605469,11.156728744506836,24.66080093383789,21.416990280151367
2000-02-11,3.3794100284576416,32.147769927978516,76.1875,45200.0,30.508892059326172,22.96041488647461,38.92708969116211,11.234419822692871,25.284473419189453,20.852462768554688
2000-02-12,3.3794100284576416,32.147769927978516,76.1875,45200.0,30.508892059326172,22.96041488647461,38.92708969116211,11.234419822692871,25.284473419189453,20.852462768554688
2000-02-13,3.3794100284576416,32.147769927978516,76.1875,45200.0,30.508892059326172,22.96041488647461,38.92708969116211,11.234419822692871,25.284473419189453,20.852462768554688
2000-02-14,3.5988776683807373,32.04724884033203,74.4375,43100.0,29.193462371826172,23.016014099121094,40.87994384765625,11.001348495483398,24.778785705566406,21.575775146484375
2000-02-15,3.6979289054870605,31.705467224121094,73.8125,46000.0,29.93194580078125,23.627546310424805,40.272403717041016,11.343198776245117,25.823883056640625,22.387285232543945
2000-02-16,3.5464389324188232,31.403884887695312,70.6875,50000.0,29.355009078979492,23.664613723754883,36.62705612182617,11.234419822692871,25.364547729492188,22.58135223388672
2000-02-17,3.5697450637817383,32.04724884033203,69.0,49900.0,28.939605712890625,23.47929573059082,33.58926010131836,11.094571113586426,25.402463912963867,21.981525421142578
2000-02-18,3.4570980072021484,30.579599380493164,64.75,50900.0,27.601083755493164,22.96041488647461,33.1552848815918,10.877035140991211,25.254959106445312,21.17001724243164
2000-02-19,3.4570980072021484,30.579599380493164,64.75,50900.0,27.601083755493164,22.96041488647461,33.1552848815918,10.877035140991211,25.254959106445312,21.17001724243164
2000-02-20,3.4570980072021484,30.579599380493164,64.75,50900.0,27.601083755493164,22.96041488647461,33.1552848815918,10.877035140991211,25.254959106445312,21.17001724243164
